1403715278362142976,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1403715278412143104,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1403715278462142976,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1403715278512143104,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1403715278562142976,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1403715278612143104,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1403715278662142976,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
1403715278712143104,0.001879,-0.037703,0.013228,0.999826,0.017239,0.001296,0.007056
1403715278762142976,-0.007355,-0.048704,0.018742,0.999706,0.022664,0.002147,0.008340
1403715278812143104,-0.008959,-0.064916,0.021074,0.999625,0.025657,0.001584,0.009427
1403715278862142976,-0.010859,-0.083243,0.022378,0.999515,0.029214,0.000846,0.010707
1403715278912143104,-0.011994,-0.101530,0.023466,0.999489,0.030065,0.000584,0.010821
1403715278962142976,-0.013326,-0.119524,0.024316,0.999458,0.031213,0.000769,0.010448
1403715279012143104,-0.014674,-0.135317,0.025796,0.999461,0.031433,0.001210,0.009386
1403715279062142976,-0.015900,-0.145613,0.028686,0.999470,0.031250,0.001319,0.009020
1403715279112143104,-0.018237,-0.151432,0.032520,0.999455,0.031804,0.001567,0.008658
1403715279162142976,-0.019351,-0.152705,0.037922,0.999479,0.031310,0.001712,0.007682
1403715279212143104,-0.020466,-0.151661,0.044078,0.999513,0.030363,0.001927,0.006875
1403715279262142976,-0.021456,-0.149262,0.049980,0.999541,0.029545,0.001737,0.006523
1403715279312143104,-0.022565,-0.146579,0.055536,0.999572,0.028470,0.001623,0.006517
1403715279362142976,-0.023456,-0.144817,0.060248,0.999603,0.027226,0.001372,0.007174
1403715279412143104,-0.024426,-0.144437,0.063762,0.999604,0.026909,0.000845,0.008170
1403715279462142976,-0.025119,-0.144623,0.067189,0.999635,0.025654,0.000476,0.008411
1403715279512143104,-0.025841,-0.145867,0.069614,0.999646,0.025134,0.000180,0.008736
1403715279562142976,-0.026576,-0.147723,0.071467,0.999649,0.025270,0.000398,0.008007
1403715279612143104,-0.026537,-0.150601,0.072910,0.999669,0.024481,0.000412,0.007842
1403715279662142976,-0.026906,-0.153883,0.073274,0.999681,0.024070,0.000309,0.007651
1403715279712143104,-0.026963,-0.157881,0.073523,0.999673,0.024370,0.000291,0.007729
1403715279762142976,-0.026573,-0.162632,0.073436,0.999677,0.024163,0.000151,0.007878
1403715279812143104,-0.026160,-0.167743,0.072560,0.999682,0.023788,0.000040,0.008309
1403715279862142976,-0.025844,-0.173474,0.071231,0.999696,0.023259,-0.000044,0.008232
1403715279912143104,-0.025322,-0.179630,0.069799,0.999717,0.022364,0.000042,0.008113
1403715279962142976,-0.024370,-0.185519,0.067634,0.999778,0.019619,0.000217,0.007676
1403715280012143104,-0.023479,-0.190859,0.065708,0.999876,0.013771,0.000209,0.007675
1403715280062142976,-0.022343,-0.196472,0.063993,0.999953,0.006209,0.000104,0.007400
1403715280112143104,-0.021332,-0.201873,0.062393,0.999990,-0.000559,0.001358,0.004168
1403715280162142976,-0.020371,-0.208301,0.061781,0.999988,-0.004240,0.002289,0.001099
1403715280212143104,-0.019283,-0.215270,0.062232,0.999970,-0.005439,0.003936,-0.003747
1403715280262142976,-0.018617,-0.223654,0.062727,0.999941,-0.004534,0.005605,-0.008116
1403715280312143104,-0.018031,-0.233142,0.064593,0.999908,-0.002775,0.006655,-0.011523
1403715280362142976,-0.018224,-0.242976,0.067495,0.999869,-0.000082,0.007864,-0.014118
1403715280412143104,-0.020100,-0.252349,0.071479,0.999819,0.003027,0.010057,-0.015893
1403715280462142976,-0.021666,-0.263256,0.075775,0.999835,0.004425,0.011749,-0.013115
1403715280512143104,-0.023900,-0.274659,0.080572,0.999851,0.006337,0.014424,-0.007036
1403715280562142976,-0.027958,-0.285927,0.085971,0.999791,0.008003,0.018782,-0.000984
1403715280612143104,-0.031371,-0.297024,0.092772,0.999614,0.010373,0.025045,0.006056
1403715280662142976,-0.035357,-0.307865,0.099298,0.999295,0.011685,0.033745,0.011597
1403715280712143104,-0.037879,-0.318249,0.106067,0.998818,0.012975,0.043316,0.017837
1403715280762142976,-0.041114,-0.328460,0.113025,0.998178,0.013037,0.054012,0.023533
1403715280812143104,-0.043834,-0.337572,0.120574,0.997367,0.012681,0.065190,0.029136
1403715280862142976,-0.047057,-0.347916,0.129020,0.996388,0.013109,0.076656,0.034102
1403715280912143104,-0.048804,-0.355491,0.137675,0.995302,0.013616,0.087715,0.038671
1403715280962142976,-0.051785,-0.363451,0.145651,0.994281,0.014023,0.097044,0.042317
1403715281012143104,-0.054364,-0.371331,0.153433,0.993291,0.014331,0.105109,0.046040
1403715281062142976,-0.056904,-0.376486,0.161569,0.992404,0.014419,0.112323,0.048067
1403715281112143104,-0.059362,-0.383666,0.168931,0.991596,0.014620,0.118273,0.050346
1403715281162142976,-0.061767,-0.390925,0.176689,0.990915,0.015111,0.123164,0.051861
1403715281212143104,-0.064553,-0.398308,0.184666,0.990239,0.014979,0.127867,0.053406
1403715281262142976,-0.067386,-0.404631,0.192525,0.989468,0.014661,0.132767,0.055774
1403715281312143104,-0.069513,-0.409576,0.200647,0.988588,0.013906,0.138306,0.058071
1403715281362142976,-0.071429,-0.415919,0.208838,0.987538,0.012522,0.144611,0.060822
1403715281412143104,-0.073493,-0.421405,0.217524,0.986322,0.011254,0.151708,0.063464
1403715281462142976,-0.075618,-0.426918,0.226560,0.984782,0.010635,0.160388,0.066079
1403715281512143104,-0.075770,-0.430651,0.235436,0.983025,0.010276,0.169591,0.069253
1403715281562142976,-0.077279,-0.433716,0.245310,0.980879,0.009758,0.180442,0.072261
1403715281612143104,-0.079601,-0.439765,0.256173,0.978303,0.008759,0.192500,0.076100
1403715281662142976,-0.080868,-0.444107,0.266993,0.975327,0.008201,0.205193,0.081026
1403715281712143104,-0.080299,-0.444988,0.277547,0.972109,0.007923,0.218173,0.085690
1403715281762142976,-0.080640,-0.448356,0.288864,0.968454,0.006857,0.231798,0.091210
1403715281812143104,-0.079008,-0.450104,0.299166,0.964644,0.006028,0.245011,0.096929
1403715281862142976,-0.078828,-0.451548,0.311233,0.960362,0.006135,0.259137,0.102541
1403715281912143104,-0.080210,-0.454965,0.323766,0.955828,0.004793,0.273557,0.107406
1403715281962142976,-0.080314,-0.457518,0.336950,0.951140,0.004057,0.287273,0.113095
1403715282012143104,-0.080995,-0.459118,0.350592,0.946277,0.003402,0.300745,0.118744
1403715282062142976,-0.081225,-0.460128,0.364463,0.941290,0.003045,0.313850,0.124344
1403715282112143104,-0.080782,-0.460827,0.377918,0.936456,0.002522,0.326610,0.127948
1403715282162142976,-0.081163,-0.461401,0.392436,0.931451,0.002109,0.338672,0.133025
1403715282212143104,-0.079327,-0.464258,0.403881,0.926156,0.000642,0.351097,0.137719
1403715282262142976,-0.078967,-0.463729,0.419543,0.920782,0.000088,0.363158,0.142394
1403715282312143104,-0.078471,-0.464208,0.434552,0.915413,-0.000715,0.374792,0.146795
1403715282362142976,-0.077881,-0.464450,0.450157,0.909730,-0.001224,0.386757,0.151023
1403715282412143104,-0.076885,-0.465369,0.465028,0.904234,-0.003354,0.398328,0.153896
1403715282462142976,-0.076944,-0.467205,0.481675,0.898237,-0.004139,0.409807,0.158778
1403715282512143104,-0.075546,-0.468428,0.498031,0.892337,-0.004442,0.421098,0.162452
1403715282562142976,-0.074494,-0.469705,0.515113,0.886267,-0.004723,0.432214,0.166430
1403715282612143104,-0.073625,-0.471124,0.532704,0.880221,-0.003707,0.443276,0.169424
1403715282662142976,-0.073030,-0.473481,0.550292,0.874208,-0.002394,0.453667,0.173034
1403715282712143104,-0.070687,-0.473822,0.568291,0.868029,-0.000450,0.463669,0.177585
1403715282762142976,-0.069152,-0.474608,0.586921,0.861920,0.001645,0.473004,0.182642
1403715282812143104,-0.067593,-0.474899,0.605762,0.855651,0.002716,0.482179,0.188037
1403715282862142976,-0.066092,-0.475381,0.624407,0.849293,0.003527,0.491944,0.191523
1403715282912143104,-0.064345,-0.475824,0.643091,0.842784,0.004608,0.501884,0.194437
1403715282962142976,-0.062933,-0.476225,0.661644,0.836142,0.005141,0.511383,0.198315
1403715283012143104,-0.061452,-0.476337,0.680079,0.829395,0.006407,0.520758,0.202174
1403715283062142976,-0.060362,-0.477209,0.698605,0.822353,0.008035,0.530103,0.206547
1403715283112143104,-0.060857,-0.480054,0.718436,0.815109,0.009014,0.539419,0.211052
1403715283162142976,-0.061211,-0.481739,0.737903,0.807794,0.011149,0.548339,0.216029
1403715283212143104,-0.059851,-0.482001,0.755464,0.800686,0.013359,0.556775,0.220737
1403715283262142976,-0.059140,-0.482324,0.772627,0.793599,0.014658,0.565334,0.224463
1403715283312143104,-0.058476,-0.482490,0.788884,0.786565,0.016008,0.573297,0.228889
1403715283362142976,-0.057806,-0.482986,0.804150,0.779617,0.017063,0.581604,0.231611
1403715283412143104,-0.057598,-0.482621,0.819267,0.772787,0.016092,0.589103,0.235583
1403715283462142976,-0.059189,-0.484302,0.834428,0.766040,0.013952,0.596395,0.239375
1403715283512143104,-0.060693,-0.486398,0.847961,0.759286,0.010411,0.603872,0.242310
1403715283562142976,-0.060930,-0.485986,0.860976,0.752818,0.006994,0.610979,0.244786
1403715283612143104,-0.061114,-0.485331,0.873755,0.746901,0.003494,0.617142,0.247513
1403715283662142976,-0.061333,-0.485359,0.886305,0.742026,0.000430,0.622220,0.249478
1403715283712143104,-0.061100,-0.485406,0.898287,0.738060,-0.001359,0.626426,0.250711
